Liga,Time,Data,Season,Opp_Rank,PV_Rank,Tier,Contro,Game_ID,Total_GA,Tot_pay_Num,Total_num,Tot_Eur,Par_O_Tot_Num,Par_O_Tot_Eur,Par_O_Tot_Eur_per_Num,Par_O_Abb_Num,Par_O_Abb_Eur,Par_O_Abb_Eur_per_Num,Par_O_Corp_Num,Par_O_Corp_Eur,Par_O_Corp_Eur_per_Num,Par_O_VB_Num,Par_O_VB_Eur,Par_O_VB_Eur_per_Num,Par_O_MP_Num,Par_O_MP_Eur,Par_O_MP_Eur_per_Num,Par_O_Tix_Num,Par_O_Tix_Eur,Par_O_Tix_Eur_per_Num,Par_O_Prot,Par_O_Free_Num,Par_EX_Tot_Num,Par_EX_Tot_Eur,Par_EX_Tot_Eur_per_Num,Par_EX_Abb_Num,Par_EX_Abb_Eur,Par_EX_Abb_Eur_per_Num,Par_EX_Corp_Num,Par_EX_Corp_Eur,Par_EX_Corp_Eur_per_Num,Par_EX_VB_Num,Par_EX_VB_Eur,Par_EX_VB_Eur_per_Num,Par_EX_MP_Num,Par_EX_MP_Eur,Par_EX_MP_Eur_per_Num,Par_EX_Tix_Num,Par_EX_Tix_Eur,Par_EX_Tix_Eur_per_Num,Par_EX_Prot,Par_EX_Free_Num,Par_E_Tot_Num,Par_E_Tot_Eur,Par_E_Tot_Eur_per_Num,Par_E_Abb_Num,Par_E_Abb_Eur,Par_E_Abb_Eur_per_Num,Par_E_Corp_Num,Par_E_Corp_Eur,Par_E_Corp_Eur_per_Num,Par_E_VB_Num,Par_E_VB_Eur,Par_E_VB_Eur_per_Num,Par_E_MP_Num,Par_E_MP_Eur,Par_E_MP_Eur_per_Num,Par_E_Tix_Num,Par_E_Tix_Eur,Par_E_Tix_Eur_per_Num,Par_E_Prot,Par_E_Free_Num,Trib_G_Tot_Num,Trib_G_Tot_Eur,Trib_G_Tot_Eur_per_Num,Trib_G_Abb_Num,Trib_G_Abb_Eur,Trib_G_Abb_Eur_per_Num,Trib_G_Corp_Num,Trib_G_Corp_Eur,Trib_G_Corp_Eur_per_Num,Trib_G_VB_Num,Trib_G_VB_Eur,Trib_G_VB_Eur_per_Num,Trib_G_MP_Num,Trib_G_MP_Eur,Trib_G_MP_Eur_per_Num,Trib_G_Tix_Num,Trib_G_Tix_Eur,Trib_G_Tix_Eur_per_Num,Trib_G_Prot,Trib_G_Free_Num,Trib_S_Tot_Num,Trib_S_Tot_Eur,Trib_S_Tot_Eur_per_Num,Trib_S_Abb_Num,Trib_S_Abb_Eur,Trib_S_Abb_Eur_per_Num,Trib_S_Corp_Num,Trib_S_Corp_Eur,Trib_S_Corp_Eur_per_Num,Trib_S_VB_Num,Trib_S_VB_Eur,Trib_S_VB_Eur_per_Num,Trib_S_MP_Num,Trib_S_MP_Eur,Trib_S_MP_Eur_per_Num,Trib_S_Tix_Num,Trib_S_Tix_Eur,Trib_S_Eur_per_Num,Trib_S_Prot,Trib_S_Free_Num,Gall_G_Tot_Num,Gall_G_Tot_Eur,Gall_G_Tot_Eur_per_Num,Gall_G_Abb_Num,Gall_G_Abb_Eur,Gall_G_Abb_Eur_per_Num,Gall_G_Corp_Num,Gall_G_Corp_Eur,Gall_G_Corp_Eur_per_Num,Gall_G_VB_Num,Gall_G_VB_Eur,Gall_G_VB_Eur_per_Num,Gall_G_MP_Num,Gall_G_MP_Eur,Gall_G_MP_Eur_per_Num,Gall_G_Tix_Num,Gall_G_Tix_Eur,Gall_G_Tix_Eur_per_Num,Gall_G_Prot,Gall_G_Free_Num,Gall_S_Tot_Num,Gall_S_Tot_Eur,Gall_S_Tot_Eur_per_Num,Gall_S_Abb_Num,Gall_S_Abb_Eur,Gall_S_Abb_Eur_per_Num,Gall_S_Corp_Num,Gall_S_Corp_Eur,Gall_S_Corp_Eur_per_Num,Gall_S_VB_Num,Gall_S_VB_Eur,Gall_S_VB_Eur_per_Num,Gall_S_MP_Num,Gall_S_MP_Eur,Gall_S_MP_Eur_per_Num,Gall_S_Tix_Num,Gall_S_Tix_Eur,Gall_S_Tix_Eur_per_Num,Gall_S_Prot,Gall_S_Free_Num,Curva_Tot_Num,Curva_Tot_Eur,Curva_Tot_Eur_per_Num,Curva_Abb_Num,Curva_Abb_Eur,Curva_Abb_Eur_per_Num,Curva_Corp_Num,Curva_Corp_Eur,Curva_Corp_Eur_per_Num,Curva_VB_Num,Curva_VB_Eur,Curva_VB_Eur_per_Num,Curva_MP_Num,Curva_MP_Eur,Curva_MP_Eur_per_Num,Curva_Tix_Num,Curva_Tix_Eur,Curva_Tix_Eur_per_Num,Curva_Prot,Curva_Free_Num,Courtside_Tot_Num,Courtside_Tot_Eur,Courtside_Tot_Eur_per_Num,Courtside_Abb_Num,Courtside_Abb_Eur,Courtside_Abb_Eur_per_Num,Courtside_Corp_Num,Courtside_Corp_Eur,Courtside_Corp_Eur_per_Num,Courtside_VB_Num,Courtside_VB_Eur,Courtside_VB_Eur_per_Num,Courtside_MP_Num,Courtside_MP_Eur,Courtside_MP_Eur_per_Num,Courtside_Tix_Num,Courtside_Tix_Eur,Courtside_Tix_Eur_per_Num,Courtside_Prot,Courtside_Free_Num,SkyBoxes_Tot_Num,SkyBoxes_Tot_Eur,SkyBoxes_Tot_Eur_per_Num,SkyBoxes_Abb_Num,SkyBoxes_Abb_Eur,SkyBoxes_Abb_Eur_per_Num,SkyBoxes_Corp_Num,SkyBoxes_Corp_Eur,SkyBoxes_Corp_Eur_per_Num,SkyBoxes_VB_Num,SkyBoxes_VB_Eur,SkyBoxes_VB_Eur_per_Num,SkyBoxes_MP_Num,SkyBoxes_MP_Eur,SkyBoxes_MP_Eur_per_Num,SkyBoxes_Tix_Num,SkyBoxes_Tix_Eur,SkyBoxes_Tix_Eur_per_Num,SkyBoxes_Prot,SkyBoxes_Free_Num,Ospiti_Tix_Num,Ospiti_Tix_Eur,Ospiti_Tix_Eur_per_Num,Ospiti_Free_Num,Press,Abb_num,Abb_Eur,Abb_Eur_per_Num,Corp_Num,Corp_Eur,Corp_Eur_per_Num,VB_Num,VB_Eur,VB_Eur_per_Num,MP_num,MP_Eur,MP_Eur_per_Num,Tix_Num,Tix_Eur,Tix_Eur_per_Num,Full_Price,Sponsor,Disabili,LBA,Promotion,Special,Staff,Team,Under_18,Under_30,VNC,InstitutionalGA,VIPGA,TeamGA,SponsorGA,DisabileGA,StaffGA,AutoritiesGA,AgentGA,PromotionGA,1,2,3,4,5,6,7,8,9,10,11,12
LBA,17.30,17/12/2023,23-24,8,14,1,Milano,45277.7291Milano,557,4061,4618,"€ 109,452.51",290,"€30,675.30",€ 105.78,78,"€ 5,834.16",€74.8,198,"€ 15,246.00",€77.0,0,€ 0.00,€0.0,0,€ 0.00,€0.0,14,"€ 1,701.63",€ 121.55,70,60,,,,,,,,,,,,,,,,,,,,,82,"€4,175.61",€ 37.28,29,"€1,109.29",€38.25,45,,,0,€0.00,€0.0,0,€ 0.00,€0.0,8,€ 590.18,€ 73.77,30,61,1608,"€37,178.94",€ 22.46,707,"€14,569.44",€ 20.61,179,,,50,€ 408.38,€ 8.17,45,"€ 1,093.52",€ 24.30,627,"€ 16,021.83",€ 25.55,47,141,676,"€11,759.11",€ 16.82,489,"€7,614.87",€ 15.57,12,,,0,€ 0.00,€ 0.00,17,€ 341.41,€ 20.08,158,"€ 3,494.08",€ 22.11,23,3,960,"€12,577.22",€ 13.01,375,"€4,283.51",€ 11.42,34,,,80,€ 440.90,€ 5.51,14,€ 228.37,€ 16.31,457,"€ 7,031.99",€ 15.39,7,60,,,,,,,,,,,,,,,,,,,,,393,"€4,365.29",€ 9.79,247,"€2,328.22",€ 9.43,2,,,14,€ 78.18,€ 5.58,14,€ 201.15,€ 14.37,116,"€ 1,733.74",€ 14.95,53,2,38,"€8,579.18",€ 225.77,4,€612.02,€ 153.01,26,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,8,"€ 1,573.76",€ 196.72,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,14,€ 141.86,€10.1,,112,1929,"€ 36,351.51",€ 18.84,496,"€ 38,020.03",€ 76.65,144,€ 927.46,€ 6.44,90,"€ 1,864.45",€ 20.72,1388,"€ 32,147.21",€ 23.16,,,,,,,,,,,,,,,,,,,,,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 109,452.51"
LBA,20.30,07/01/2024,23-24,6,15,2,Reggio Emilia,45298.8541Reggio Emilia,501,4136,4637,"€ 100,280.58",280,"€28,419.21",€ 101.50,78,"€ 5,834.16",€74.8,183,"€ 14,091.00",€77.0,0,€ 0.00,€0.0,0,€ 0.00,€0.0,19,"€ 1,904.56",€ 100.24,70,50,,,,,,,,,,,,,,,,,,,,,82,"€3,885.98",€ 34.70,29,"€1,109.29",€38.25,42,,,0,€0.00,€0.0,0,€ 0.00,€0.0,11,€ 546.45,€ 49.68,30,50,1626,"€33,850.35",€ 20.23,707,"€14,569.44",€ 20.61,162,,,13,€ 90.25,€ 6.94,33,€ 851.34,€ 25.80,711,"€ 13,796.99",€ 19.41,47,126,678,"€10,844.92",€ 15.47,489,"€7,614.87",€ 15.57,12,,,0,€ 0.00,€ 0.00,27,€ 528.22,€ 19.56,150,"€ 2,393.08",€ 15.95,23,4,1001,"€11,490.93",€ 11.40,375,"€4,283.51",€ 11.42,36,,,45,€ 245.45,€ 5.45,20,€ 316.12,€ 15.81,525,"€ 6,017.33",€ 11.46,7,39,,,,,,,,,,,,,,,,,,,,,396,"€3,962.82",€ 8.83,247,"€2,328.22",€ 9.43,2,,,3,€ 19.09,€ 6.36,15,€ 184.55,€ 12.30,129,"€ 1,406.96",€ 10.91,53,2,34,"€7,398.86",€ 217.61,4,€612.02,€ 153.01,26,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,4,€ 393.44,€ 98.36,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,39,€ 427.51,€11.0,,112,1929,"€ 36,351.51",€ 18.84,463,"€ 34,807.74",€ 75.18,61,€ 354.79,€ 5.82,95,"€ 1,880.23",€ 19.79,1549,"€ 26,458.81",€ 17.08,,,,,,,,,,,,,,,,,,,,,"€ 100,280.58",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
FEC,20.30,10/01/2024,23-24,3,4,4,CSM Oradea,45301.8541CSM Oradea,1247,888,2135,"€10,197",21,€815.06,€ 38.81,11,€ 368.31,€33.5,0,€ 0.00,,0,€ 0.00,€0.0,0,€ 0.00,€0.0,10,€ 446.75,€ 44.68,56,17,,,,,,,,,,,,,,,,,,,,,2,€98.36,€ 49.18,0,€0.00,#DIV/0!,0,,,0,€0.00,€0.0,0,€ 0.00,€0.0,2,€ 98.36,€ 49.18,2,22,581,"€6,377.97",€ 10.98,90,"€1,242.80",€ 13.81,0,,,23,€ 61.83,€ 2.69,5,€ 94.27,€ 18.85,463,"€ 4,979.07",€ 10.75,7,853,73,€978.80,€ 13.41,40,€560.21,€ 14.01,0,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,33,€ 418.59,€ 12.68,0,272,119,"€1,178.34",€ 9.90,37,€387.28,€ 10.47,0,,,4,€ 7.28,€ 1.82,0,€ 0.00,€ 0.00,78,€ 783.78,€ 10.05,0,9,,,,,,,,,,,,,,,,,,,,,92,€748.59,€ 8.14,19,€143.94,€ 7.58,0,,,3,€ 10.01,€ 3.34,0,€ 0.00,€ 0.00,70,€ 594.64,€ 8.49,0,0,0,€0.00,€ 0.00,0,€0.00,€ 0.00,0,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,9,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,0,€ 0.00,€0.0,,0,197,"€ 2,702.54",€ 13.72,0,€ 0.00,,30,€ 79.12,€ 2.64,5,€ 94.27,€ 18.85,656,"€ 7,321.19",€ 11.16,,,,,,,,,,,,,,,,,,,,,"€ 10,197.12",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
LBA,16.30,14/01/2024,23-24,1,12,1,Venezia,45305.6875Venezia,562,4170,4732,"€ 100,452.48",267,"€26,629.37",€ 99.74,78,"€ 5,834.16",€74.8,173,"€ 13,321.00",€77.0,0,€ 0.00,€0.0,0,€ 0.00,€0.0,16,"€ 1,754.06",€ 109.63,70,98,,,,,,,,,,,,,,,,,,,,,86,"€4,482.98",€ 38.65,29,"€1,109.29",€38.25,44,,,0,€0.00,€0.0,1,€ 94.26,€94.3,12,€ 885.26,€ 73.77,30,88,1687,"€34,181.31",€ 19.71,707,"€14,569.44",€ 20.61,171,,,37,€ 319.67,€ 8.64,117,"€ 2,966.46",€ 25.35,655,"€ 11,495.71",€ 17.55,47,75,669,"€11,583.68",€ 16.74,489,"€7,614.87",€ 15.57,12,,,0,€ 0.00,€ 0.00,69,"€ 1,494.61",€ 21.66,99,"€ 2,165.45",€ 21.87,23,5,988,"€11,837.73",€ 11.90,375,"€4,283.51",€ 11.42,37,,,97,€ 570.89,€ 5.89,70,"€ 1,124.55",€ 16.06,409,"€ 5,266.34",€ 12.88,7,62,,,,,,,,,,,,,,,,,,,,,401,"€4,335.61",€ 9.55,247,"€2,328.22",€ 9.43,2,,,16,€ 96.36,€ 6.02,23,€ 340.92,€ 14.82,113,"€ 1,546.11",€ 13.68,53,4,30,"€7,005.42",€ 233.51,4,€612.02,€ 153.01,26,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,42,€ 396.38,€9.4,,112,1929,"€ 36,351.51",€ 18.84,465,"€ 33,583.96",€ 72.22,150,€ 986.92,€ 6.58,280,"€ 6,020.80",€ 21.50,1304,"€ 23,112.93",€ 17.72,,,,,,,,,,,,,,,,,,,,,"€ 100,452.48",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
LBA,17.00,21/01/2024,23-24,3,13,1,Bologna,45312.7083Bologna,543,4142,4685,"€ 109,595.15",294,"€31,358.90",€ 106.66,78,"€ 5,834.16",€74.8,199,"€ 15,323.00",€77.0,0,€ 0.00,€0.0,0,€ 0.00,€0.0,17,"€ 2,221.30",€ 130.66,70,56,,,,,,,,,,,,,,,,,,,,,86,"€4,465.76",€ 38.50,29,"€1,109.29",€38.25,46,,,0,€0.00,€0.0,1,€ 94.26,€94.3,10,€ 704.11,€ 70.41,30,61,1652,"€35,576.96",€ 20.94,707,"€14,569.44",€ 20.61,194,,,37,€ 321.21,€ 8.68,343,"€ 8,333.50",€ 24.30,371,"€ 6,787.53",€ 18.30,47,163,673,"€11,520.19",€ 16.55,489,"€7,614.87",€ 15.57,12,,,0,€ 0.00,€ 0.00,129,"€ 2,658.76",€ 20.61,43,€ 937.81,€ 21.81,23,4,998,"€13,190.37",€ 13.12,375,"€4,283.51",€ 11.42,37,,,36,€ 212.72,€ 5.91,219,"€ 3,315.72",€ 15.14,331,"€ 4,731.87",€ 14.30,7,23,,,,,,,,,,,,,,,,,,,,,386,"€4,359.27",€ 9.93,247,"€2,328.22",€ 9.43,2,,,12,€ 68.18,€ 5.68,96,"€ 1,507.36",€ 15.70,29,€ 431.51,€ 14.88,53,6,38,"€8,907.05",€ 234.40,4,€612.02,€ 153.01,26,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,8,"€ 1,901.63",€ 237.70,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,15,€ 216.65,€14.4,,49,1929,"€ 36,351.51",€ 18.84,516,"€ 38,799.53",€ 75.19,85,€ 602.11,€ 7.08,788,"€ 15,909.60",€ 20.19,809,"€ 17,715.76",€ 21.90,,,,,,,,,,,,,,,,,,,,,"€ 109,595.15",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
FEC,20.30,24/01/2024,23-24,1,2,3,Chemnitz,45315.8541Chemnitz,1624,1304,2928,"€15,329",26,€987.18,€ 37.97,11,€ 368.31,€33.5,0,€ 0.00,,0,€ 0.00,€0.0,0,€ 0.00,€0.0,15,€ 618.87,€ 41.26,56,25,,,,,,,,,,,,,,,,,,,,,0,€0.00,#DIV/0!,0,€0.00,#DIV/0!,0,,,0,€0.00,€0.0,0,€ 0.00,€0.0,0,€ 0.00,#DIV/0!,2,27,799,"€9,134.28",€ 11.43,90,"€1,242.80",€ 13.81,0,,,17,€ 72.73,€ 4.28,52,€ 887.65,€ 17.07,640,"€ 6,931.10",€ 10.83,7,747,123,"€1,517.24",€ 12.34,40,€560.21,€ 14.01,0,,,0,€ 0.00,€ 0.00,14,€ 196.52,€ 14.04,69,€ 760.51,€ 11.02,0,275,251,"€2,574.79",€ 10.26,37,€387.28,€ 10.47,0,,,4,€ 10.92,€ 2.73,81,€ 994.46,€ 12.28,129,"€ 1,182.13",€ 9.16,0,464,,,,,,,,,,,,,,,,,,,,,103,€945.99,€ 9.18,19,€143.94,€ 7.58,0,,,0,€ 0.00,€ 0.00,21,€ 261.76,€ 12.46,63,€ 540.29,€ 9.00,0,10,2,€169.94,€ 84.97,0,€0.00,€ 0.00,0,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,2,€ 169.94,€ 84.97,0,11,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,0,€ 0.00,€0.0,,0,197,"€ 2,702.54",€ 13.72,0,€ 0.00,,21,€ 83.65,€ 3.98,168,"€ 2,340.39",€ 13.93,918,"€ 10,202.84",€ 11.11,,,,,,,,,,,,,,,,,,,,,"€ 15,329.42",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
LBA,20.00,11/02/2024,23-24,14,13,2,Pesaro,45333.8333Pesaro,604,4050,4654,"€ 104,973.62",282,"€29,514.65",€ 104.66,78,"€ 5,834.16",€74.8,197,"€ 15,169.00",€77.0,0,€ 0.00,€0.0,0,€ 0.00,€0.0,7,€ 704.91,€ 100.70,70,75,,,,,,,,,,,,,,,,,,,,,81,"€4,179.66",€ 37.65,29,"€1,109.29",€38.25,44,,,0,€0.00,€0.0,0,€ 0.00,€0.0,8,€ 676.20,€ 84.53,30,76,1638,"€36,587.88",€ 21.71,707,"€14,569.44",€ 20.61,162,,,27,€ 224.77,€ 8.32,149,"€ 3,687.21",€ 24.75,593,"€ 13,564.13",€ 22.87,47,126,670,"€11,761.74",€ 16.97,489,"€7,614.87",€ 15.57,12,,,0,€ 0.00,€ 0.00,29,€ 626.22,€ 21.59,140,"€ 3,211.90",€ 22.94,23,8,949,"€11,320.46",€ 11.84,375,"€4,283.51",€ 11.42,37,,,51,€ 308.17,€ 6.04,76,"€ 1,033.27",€ 13.60,410,"€ 5,048.96",€ 12.31,7,87,,,,,,,,,,,,,,,,,,,,,399,"€4,587.42",€ 10.15,247,"€2,328.22",€ 9.43,2,,,15,€ 79.09,€ 5.27,39,€ 714.14,€ 18.31,96,"€ 1,441.97",€ 15.02,53,2,30,"€7,005.42",€ 233.51,4,€612.02,€ 153.01,26,"€ 4,264.00",€ 164.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,1,€ 16.39,€16.4,,51,1929,"€ 36,351.51",€ 18.84,480,"€ 37,284.79",€ 77.68,93,€ 612.03,€ 6.58,293,"€ 6,060.84",€ 20.69,1254,"€ 24,648.07",€ 19.66,,,,,,,,,,,,,,,,,,,,,€ 0.00,"€ 104,973.62",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
LBA,17.00,10/03/2024,23-24,16,13,4,Brindisi,45361.7083Brindisi,612,4030,4642,"€ 104,560.78",290,"€30,744.14",€ 106.01,78,"€ 5,834.16",€74.8,202,"€ 15,554.00",€77.0,0,€ 0.00,€0.0,0,€ 0.00,€0.0,10,"€ 1,114.73",€ 111.47,70,73,,,,,,,,,,,,,,,,,,,,,84,"€4,423.95",€ 38.81,29,"€1,109.29",€38.25,52,,,0,€0.00,€0.0,0,€ 0.00,€0.0,3,€ 264.75,€ 88.25,30,65,1633,"€35,969.22",€ 21.41,707,"€14,569.44",€ 20.61,179,,,36,€ 290.16,€ 8.06,124,"€ 3,172.88",€ 25.59,587,"€ 12,850.97",€ 21.89,47,122,670,"€11,609.31",€ 16.75,489,"€7,614.87",€ 15.57,12,,,0,€ 0.00,€ 0.00,29,€ 549.77,€ 18.96,140,"€ 3,135.92",€ 22.40,23,7,930,"€10,514.65",€ 11.22,375,"€4,283.51",€ 11.42,36,,,84,€ 452.72,€ 5.39,36,€ 527.49,€ 14.65,399,"€ 4,622.41",€ 11.58,7,91,,,,,,,,,,,,,,,,,,,,,378,"€4,128.54",€ 9.58,247,"€2,328.22",€ 9.43,2,,,13,€ 69.09,€ 5.31,27,€ 409.66,€ 15.17,89,"€ 1,297.57",€ 14.58,53,24,30,"€7,005.42",€ 233.51,4,€612.02,€ 153.01,26,"€ 4,264.00",€ 164.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,15,€ 165.55,€11.0,,56,1929,"€ 36,351.51",€ 18.84,509,"€ 39,285.61",€ 77.18,133,€ 811.97,€ 6.11,216,"€ 4,659.80",€ 21.57,1228,"€ 23,286.35",€ 18.96,,,,,,,,,,,,,,,,,,,,,€ 0.00,€ 0.00,"€ 104,560.78",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
FEC,20.30,13/03/2024,23-24,1,1,2,Nymburk,45364.8541Nymburk,1646,1733,3379,"€22,153",32,"€1,324.54",€ 41.39,0,€ 0.00,,0,€ 0.00,,0,€ 0.00,€0.0,0,€ 0.00,€0.0,32,"€ 1,324.54",€ 41.39,50,78,,,,,,,,,,,,,,,,,,,,,10,€442.62,€ 44.26,0,€0.00,#DIV/0!,0,,,0,€0.00,€0.0,0,€ 0.00,€0.0,10,€ 442.62,€ 44.26,0,66,1042,"€13,268.32",€ 12.73,0,€0.00,€ 0.00,0,,,24,€ 120.00,€ 5.00,0,€ 0.00,€ 0.00,1018,"€ 13,148.32",€ 12.92,0,599,298,"€3,052.22",€ 10.24,0,€0.00,€ 0.00,0,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,298,"€ 3,052.22",€ 10.24,0,176,202,"€2,070.06",€ 10.25,0,€0.00,€ 0.00,0,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,202,"€ 2,070.06",€ 10.25,0,663,,,,,,,,,,,,,,,,,,,,,147,"€1,382.84",€ 9.41,0,€0.00,€ 0.00,0,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,147,"€ 1,382.84",€ 9.41,0,0,2,€612.02,€ 0.00,0,€612.02,€ 0.00,0,€ 0.00,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,2,€ 245.90,€ 122.95,0,14,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,0,€ 0.00,€0.0,,0,0,€ 612.02,,0,€ 0.00,,24,€ 120.00,€ 5.00,0,€ 0.00,,1709,"€ 21,666.50",€ 12.68,,,,,,,,,,,,,,,,,,,,,€ 0.00,€ 0.00,"€ 22,152.62",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
FEC,20.30,27/03/2024,23-24,1,1,2,Bahcesehir,45378.8541Bahcesehir,1382,2293,3675,"€31,380",50,"€2,639.24",€ 52.78,0,€ 0.00,,0,€ 0.00,,0,€ 0.00,€0.0,0,€ 0.00,€0.0,50,"€ 2,639.24",€ 52.78,50,111,,,,,,,,,,,,,,,,,,,,,15,€729.50,€ 48.63,0,€0.00,#DIV/0!,0,,,0,€0.00,€0.0,0,€ 0.00,€0.0,15,€ 729.50,€ 48.63,0,65,1186,"€15,977.36",€ 13.47,0,€0.00,€ 0.00,0,,,57,€ 264.55,€ 4.64,2,€ 48.36,€ 24.18,1127,"€ 15,664.45",€ 13.90,0,493,453,"€4,958.25",€ 10.95,0,€0.00,€ 0.00,0,,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,453,"€ 4,958.25",€ 10.95,0,121,376,"€3,684.60",€ 9.80,0,€0.00,€ 0.00,0,,,6,€ 38.18,€ 6.36,1,€ 15.99,€ 15.99,369,"€ 3,630.43",€ 9.84,0,530,,,,,,,,,,,,,,,,,,,,,209,"€2,287.14",€ 10.94,0,€0.00,€ 0.00,0,,,3,€ 19.09,€ 6.36,4,€ 57.77,€ 14.44,202,"€ 2,152.51",€ 10.66,0,2,4,"€1,103.82",€ 275.96,0,€612.02,€ 0.00,0,€ 0.00,,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,4,€ 491.80,€ 122.95,0,10,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,0,€ 0.00,€0.0,,112,0,€ 612.02,,0,€ 0.00,,66,€ 321.82,€ 4.88,7,€ 122.12,€ 17.45,2220,"€ 30,266.18",€ 13.63,,,,,,,,,,,,,,,,,,,,,€ 0.00,€ 0.00,"€ 31,379.91",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
LBA,21.00,30/03/2024,23-24,2,13,1,Brescia,45381.875Brescia,578,4175,4753,"€ 103,492.70",273,"€28,416.29",€ 104.09,78,"€ 5,834.16",€74.8,194,"€ 14,938.00",€77.0,0,€ 0.00,€0.0,0,€ 0.00,€0.0,1,€ 98.36,€ 98.36,70,76,,,,,,,,,,,,,,,,,,,,,78,"€3,978.86",€ 36.84,29,"€1,109.29",€38.25,46,,,0,€0.00,€0.0,0,€ 0.00,€0.0,3,€ 311.47,€ 103.82,30,96,1606,"€35,218.33",€ 21.31,707,"€14,569.44",€ 20.61,174,"€ 4,176.00",€ 24.00,34,€ 173.94,€ 5.12,147,"€ 3,795.81",€ 25.82,544,"€ 11,753.20",€ 21.61,47,136,666,"€11,647.73",€ 16.91,489,"€7,614.87",€ 15.57,12,€ 240.00,€ 20.00,0,€ 0.00,€ 0.00,40,€ 769.02,€ 19.23,125,"€ 2,955.09",€ 23.64,23,5,1003,"€11,217.85",€ 11.11,375,"€4,283.51",€ 11.42,34,€ 476.00,€ 14.00,36,€ 212.72,€ 5.91,45,€ 668.08,€ 14.85,513,"€ 5,461.09",€ 10.65,7,33,,,,,,,,,,,,,,,,,,,,,401,"€4,424.60",€ 9.75,247,"€2,328.22",€ 9.43,2,€ 28.00,€ 14.00,5,€ 20.91,€ 4.18,44,€ 652.50,€ 14.83,103,"€ 1,398.97",€ 13.58,53,2,30,"€7,005.42",€ 233.51,4,€612.02,€ 153.01,26,"€ 4,264.00",€ 164.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,118,"€ 1,583.62",€13.4,,49,1929,"€ 36,351.51",€ 18.84,488,"€ 37,286.42",€ 76.41,75,€ 407.57,€ 5.43,276,"€ 5,885.41",€ 21.32,1289,"€ 21,978.18",€ 17.05,,,,,,,,,,,,,,,,,,,,,€ 0.00,€ 0.00,"€ 103,492.70",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
LBA,16.30,07/04/2024,23-24,9,14,2,Napoli,45389.6875Napoli,664,3458,4122,"€ 93,493.80",284,"€29,727.72",€ 104.68,78,"€ 5,834.16",€74.8,194,"€ 14,938.00",€77.0,0,€ 0.00,€0.0,0,€ 0.00,€0.0,12,"€ 1,409.79",€ 117.48,70,72,,,,,,,,,,,,,,,,,,,,,80,"€4,118.21",€ 37.44,29,"€1,109.29",€38.25,48,,,0,€0.00,€0.0,0,€ 0.00,€0.0,3,€ 286.88,€ 95.63,30,68,1347,"€28,621.48",€ 20.53,707,"€14,569.44",€ 20.61,154,"€ 3,696.00",€ 24.00,36,€ 290.16,€ 8.06,102,"€ 2,621.25",€ 25.70,348,"€ 6,854.04",€ 19.70,47,210,594,"€9,994.08",€ 16.20,489,"€7,614.87",€ 15.57,2,€ 40.00,€ 20.00,0,€ 0.00,€ 0.00,35,€ 722.95,€ 20.66,68,"€ 1,618.00",€ 23.79,23,10,732,"€8,863.02",€ 11.99,375,"€4,283.51",€ 11.42,34,€ 476.00,€ 14.00,51,€ 308.17,€ 6.04,45,€ 702.10,€ 15.60,227,"€ 2,976.79",€ 13.11,7,66,,,,,,,,,,,,,,,,,,,,,387,"€4,180.27",€ 9.50,247,"€2,328.22",€ 9.43,2,€ 28.00,€ 14.00,5,€ 20.91,€ 4.18,44,€ 667.65,€ 15.17,89,"€ 1,139.49",€ 12.80,53,8,34,"€7,989.02",€ 234.97,4,€612.02,€ 153.01,26,"€ 4,264.00",€ 164.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,4,€ 983.60,€ 245.90,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,0,€ 0.00,€0.0,,49,1929,"€ 36,351.51",€ 18.84,460,"€ 36,540.52",€ 79.44,92,€ 619.24,€ 6.73,226,"€ 4,713.95",€ 20.86,751,"€ 15,268.59",€ 20.33,,,,,,,,,,,,,,,,,,,,,€ 0.00,€ 0.00,€ 0.00,"€ 93,493.80",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
LBA,18.15,28/04/2024,23-24,14,13,2,Treviso,45410.7604Treviso,430,4314,4744,"€ 102,042.27",342,"€31,694.96",€ 92.68,78,"€ 5,834.16",€74.8,196,"€ 15,092.00",€77.0,0,€ 0.00,€0.0,4,€ 0.00,€0.0,64,"€ 3,049.16",€ 47.64,70,25,,,,,,,,,,,,,,,,,,,,,105,"€4,818.33",€ 45.89,29,"€1,109.29",€38.25,48,,,0,€0.00,€0.0,0,€ 0.00,€0.0,28,€ 987.00,€ 35.25,30,42,1712,"€36,314.15",€ 21.21,707,"€14,569.44",€ 20.61,190,"€ 4,560.00",€ 24.00,36,€ 269.66,€ 7.49,94,"€ 2,386.43",€ 25.39,685,"€ 13,651.21",€ 19.93,47,56,679,"€11,550.01",€ 17.01,489,"€7,614.87",€ 15.57,7,€ 140.00,€ 20.00,0,€ 0.00,€ 0.00,31,€ 647.14,€ 20.88,152,"€ 3,114.48",€ 20.49,23,3,974,"€11,823.60",€ 12.14,375,"€4,283.51",€ 11.42,30,€ 420.00,€ 14.00,104,€ 585.45,€ 5.63,41,€ 636.94,€ 15.54,424,"€ 5,797.39",€ 13.67,7,74,,,,,,,,,,,,,,,,,,,,,405,"€4,135.39",€ 10.21,247,"€2,328.22",€ 9.43,2,€ 28.00,€ 14.00,7,€ 39.09,€ 5.58,37,€ 564.18,€ 15.25,112,"€ 1,179.90",€ 10.66,53,0,38,"€1,103.82",€ 275.96,4,€612.02,€ 153.01,26,"€ 4,264.00",€ 164.00,0,€ 0.00,€ 0.00,0,€ 0.00,€ 0.00,8,"€ 1,885.23",€ 235.65,0,0,0,0,0,0,0,€ 0.00,0,,,0,0,0,0,0,0,0,0,0,0,0,59,€ 602.01,€10.2,,32,1929,"€ 36,351.51",€ 18.84,499,"€ 38,082.33",€ 76.32,147,€ 894.20,€ 6.08,207,"€ 4,234.69",€ 20.46,1473,"€ 29,664.37",€ 20.14,,,,,,,,,,,,,,,,,,,,,€ 0.00,€ 0.00,€ 0.00,"€ 102,042.27",€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00
